timestamp	value
2025:04:30 19:52:41.043	MBID;13,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:41.664	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:41.700	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:41.724	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:41.739	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:41.760	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:41.777	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:41.793	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:41.817	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:43.054	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:43.077	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:43.089	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:43.109	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:43.123	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:43.140	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:43.163	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:43.180	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:44.021	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:44.038	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:44.067	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:44.091	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:44.106	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:44.127	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:44.142	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:44.161	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:46.369	"[{""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""-50000000"", ""SPD""; ""300"", ""ACC""; ""3000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:52:46.784	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:46.820	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:46.869	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:46.891	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:46.911	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:46.929	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:46.943	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:46.963	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:47.318	MBID;10,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:47.328	MBID;27,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:47.349	MBID;6,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:47.364	MBID;11,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:47.385	MBID;9,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:47.404	MBID;31,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:47.421	MBID;15,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:47.437	MBID;13,CMD;WSTOP,DECC;5000 from callbackCmd - stopMotor
2025:04:30 19:52:48.418	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:48.441	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:48.464	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:48.480	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:48.501	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:48.521	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:48.564	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:48.585	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:49.922	MBID;10,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:49.944	MBID;27,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:49.972	MBID;6,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:49.987	MBID;11,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:50.008	MBID;9,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:50.027	MBID;31,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:50.045	MBID;15,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:52:50.061	MBID;13,CMD;WSTOP,DECC;800 from callbackCmd - stopMotor
2025:04:30 19:56:03.851	"[{""MBID""; ""15"", ""CMD""; ""WE_OFF""}, {""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""0"", ""SPD""; ""1550"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:56:08.716	"[{""MBID""; ""15"", ""CMD""; ""WSPD"", ""SPD""; ""1000"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:56:12.670	"[{""MBID""; ""15"", ""CMD""; ""WE_ON""}] from callbackCmd - SendCMD"
2025:04:30 19:56:14.529	"[{""MBID""; ""15"", ""CMD""; ""WE_OFF""}, {""MBID""; ""15"", ""CMD""; ""WLOC"", ""POS""; ""0""}, {""MBID""; ""15"", ""CMD""; ""WE_ON""}] from callbackCmd - SendCMD"
2025:04:30 19:58:07.645	"[{""MBID""; ""27"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""0"", ""SPD""; ""300"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:58:21.826	"[{""MBID""; ""15"", ""CMD""; ""WE_OFF""}, {""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""975000"", ""SPD""; ""1550"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:58:28.037	"[{""MBID""; ""15"", ""CMD""; ""WSPD"", ""SPD""; ""500"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 19:58:30.612	"[{""MBID""; ""15"", ""CMD""; ""WE_ON""}] from callbackCmd - SendCMD"
2025:04:30 19:58:32.550	"[{""MBID""; ""15"", ""CMD""; ""WE_OFF""}, {""MBID""; ""15"", ""CMD""; ""WLOC"", ""POS""; ""975000""}, {""MBID""; ""15"", ""CMD""; ""WE_ON""}] from callbackCmd - SendCMD"
2025:04:30 20:00:30.998	"[{""MBID""; ""15"", ""CMD""; ""WE_OFF""}, {""MBID""; ""15"", ""CMD""; ""WMOVE"", ""MODE""; ""1"", ""POS""; ""0"", ""SPD""; ""1550"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 20:00:35.944	"[{""MBID""; ""15"", ""CMD""; ""WSPD"", ""SPD""; ""1000"", ""ACC""; ""5000"", ""DECC""; ""5000""}] from callbackCmd - SendCMD"
2025:04:30 20:00:39.891	"[{""MBID""; ""15"", ""CMD""; ""WE_ON""}] from callbackCmd - SendCMD"
2025:04:30 20:00:41.869	"[{""MBID""; ""15"", ""CMD""; ""WE_OFF""}, {""MBID""; ""15"", ""CMD""; ""WLOC"", ""POS""; ""0""}, {""MBID""; ""15"", ""CMD""; ""WE_ON""}] from callbackCmd - SendCMD"
